S.No.,filename,Length (cm),Original Length,ratio
297,DSC04687.JPG,21.40479164,3.75,5.707944437
298,DSC04688.JPG,21.48416664,5.14,4.179798957
299,DSC04689.JPG,20.79624997,5.14,4.045963029
300,DSC04690.JPG,21.82812497,5.31,4.110757998
301,DSC04691.JPG,22.7277083,5.31,4.280171055
302,DSC04693.JPG,21.37833331,5,4.275666662
303,DSC04694.JPG,21.80166664,5,4.360333328
304,DSC04695.JPG,24.28874997,5.23,4.644120453
305,DSC04696.JPG,24.84437497,5.23,4.750358503
306,DSC04697.JPG,20.45229164,5.31,3.851655676
307,DSC04698.JPG,20.90208331,5.31,3.936362205
308,DSC04699.JPG,20.45229164,4.95,4.131776089
309,DSC04700.JPG,20.34645831,4.95,4.110395618
310,DSC04701.JPG,21.35187497,5.21,4.098248555
311,DSC04702.JPG,22.27791664,5.21,4.275991678
312,DSC04703.JPG,20.00249997,4.91,4.073828914
313,DSC04704.JPG,20.90208331,4.91,4.257043444
314,DSC04705.JPG,20.92854164,4.75,4.406008766
315,DSC04706.JPG,20.79624997,4.75,4.378157888
316,DSC04707.JPG,22.25145831,4.95,4.495244103
317,DSC04708.JPG,22.22499997,4.95,4.489898984
318,DSC04709.JPG,22.6483333,4.52,5.010693208
319,DSC04710.JPG,22.59541664,4.52,4.998985982
320,DSC04711.JPG,22.27791664,5,4.455583328
321,DSC04712.JPG,23.6008333,5,4.72016666
322,DSC04713.JPG,20.47874997,5.88,3.482780607
323,DSC04714.JPG,20.00249997,5.88,3.401785709
324,DSC04725.JPG,21.37833331,5.3,4.033647794
325,DSC04726.JPG,20.45229164,5.3,3.858922951
326,DSC04727.JPG,20.47874997,5.58,3.670026876
327,DSC04728.JPG,21.82812497,5.58,3.911850353
328,DSC04729.JPG,21.80166664,4.79,4.551496167
329,DSC04730.JPG,21.80166664,4.79,4.551496167
330,DSC04731.JPG,23.17749997,5.25,4.414761899
331,DSC04732.JPG,23.65374997,5.25,4.505476185
332,DSC04733.JPG,21.37833331,5.28,4.048926763
333,DSC04734.JPG,21.82812497,5.28,4.134114578
334,DSC04735.JPG,21.80166664,4.84,4.504476579
335,DSC04736.JPG,22.27791664,4.84,4.602875339
336,DSC04737.JPG,20.45229164,5.4,3.787461415
337,DSC04738.JPG,21.40479164,5.4,3.963850304
338,DSC04739.JPG,21.32541664,5.41,3.941851505
339,DSC04740.JPG,21.82812497,5.41,4.034773562
340,DSC04745.JPG,21.24604164,5.28,4.023871523
341,DSC04746.JPG,21.58999997,5.28,4.089015146
342,DSC04747.JPG,19.87020831,5.32,3.735001562
343,DSC04748.JPG,20.47874997,5.32,3.849389092
344,DSC04749.JPG,22.27791664,5.24,4.251510809
345,DSC04750.JPG,22.75416664,5.24,4.342398214
346,DSC04751.JPG,23.41562497,5.14,4.55556906
347,DSC04752.JPG,25.24124997,5.14,4.910749021
348,DSC04753.JPG,23.62729164,5.31,4.449584113
349,DSC04754.JPG,22.27791664,5.31,4.195464527
350,DSC04755.JPG,23.2039583,4.95,4.687668343
